id,name,id_pelicula,revenue,budget
52988,Hot Shots! Collection,9595,181096164.0,26000000.0
135501,976-EVIL Collection,24038,2955917.0,0.0
123720,Frankenstein (Hammer Series),3127,0.0,0.0
162028,Stakeout Collection,10859,0.0,0.0
176097,Barbershop Collection,10611,75781642.0,12000000.0
9518,The Transporter Collection,4108,43928932.0,21000000.0
330555,Ernest Collection,18943,0.0,0.0
330555,Ernest Collection,32685,0.0,0.0
267922,The Hills Have Eyes (Original) Collection,18477,0.0,700000.0
267922,The Hills Have Eyes (Original) Collection,12262,25000000.0,230000.0
9743,The Hannibal Lecter Anthology,9533,209196298.0,78000000.0
277739,"Heaven, Hell and Purgatory Collection",10575,0.0,11000000.0
374509,Godzilla (Showa) Collection,1682,0.0,0.0
374509,Godzilla (Showa) Collection,39462,0.0,150000.0
374509,Godzilla (Showa) Collection,18983,0.0,650000.0
173344,Qatsi Collection,24348,589244.0,2500000.0
135509,The Last Picture Show Collection,82545,0.0,0.0
330555,Ernest Collection,34600,0.0,0.0
330555,Ernest Collection,39128,0.0,0.0
123724,Dracula (Hammer Series),11868,0.0,226188.0
386818,Django - Original films,10772,17277.0,0.0
386818,Django - Original films,77079,0.0,0.0
34055,Pokémon Collection,12600,28023563.0,0.0
14563,The Ring Collection,565,249348933.0,48000000.0
173344,Qatsi Collection,21925,13308.0,3000000.0
9735,Friday the 13th Collection,10285,15938065.0,3000000.0
288280,Saturday Night Fever Collection,11009,237113184.0,3500000.0
288280,Saturday Night Fever Collection,10805,64892670.0,22000000.0
457305,Man of Marble/Iron Collection,225,0.0,0.0
373538,Enter the Ninja Collection,17205,0.0,0.0
97237,Faces of Death Collection,15900,0.0,0.0
97237,Faces of Death Collection,12237,0.0,0.0
97237,Faces of Death Collection,15901,0.0,0.0
97237,Faces of Death Collection,15902,0.0,0.0
97237,Faces of Death Collection,15904,0.0,0.0
97237,Faces of Death Collection,97251,0.0,0.0
169329,Göta kanal collection,22435,0.0,0.0
295862,The BRD Collection,2264,0.0,0.0
264437,My Bloody Valentine Collection,39874,0.0,2200000.0
212279,Piranha Collection,31646,0.0,145786.0
17178,Jackass Collection,9012,64282312.0,5000000.0
645,James Bond Collection,12208,41744718.0,12000000.0
53159,The Santa Clause Collection,9021,172855065.0,65000000.0
43063,Half Past Dead Collection,10167,0.0,13000000.0
1241,Harry Potter Collection,672,876688482.0,100000000.0
109082,Left Behind Collection,29229,0.0,0.0
148517,"Pagnol, Childhood's Memories",12716,0.0,0.0
148517,"Pagnol, Childhood's Memories",12717,0.0,0.0
59586,The Blue Lagoon collection,13888,2807854.0,11000000.0
88574,Scanners Collection,9538,14225876.0,4100000.0
281644,Rocky Horror Collection,27997,0.0,0.0
645,James Bond Collection,36669,431971116.0,140000000.0
43563,Friday Collection,10426,33526835.0,20000000.0
218293,Brother Collection,20992,0.0,0.0
12075,Elling Collection,6007,0.0,0.0
296429,I Spit on Your Grave (Original) Collection,25239,0.0,650000.0
374386,Anglo-Zulu War Collection,14433,8000000.0,3500000.0
110127,Analyze Collection,9932,55003135.0,60000000.0
140126,Vabank (Collection),22257,0.0,0.0
63170,Jönsson Gang,35343,0.0,0.0
41649,The Party Collection,171,0.0,0.0
164397,Class of 1999 Collection,11564,0.0,4300000.0
423877,Turkish Star Wars,20787,0.0,0.0
115570,Star Trek: The Next Generation Collection,201,67312826.0,60000000.0
119,The Lord of the Rings Collection,121,926287400.0,79000000.0
85960,My Girl Collection,11317,0.0,0.0
85960,My Girl Collection,4032,0.0,16500000.0
135441,Road to Collection,31804,0.0,0.0
141086,Heavy Metal Collection,16225,0.0,15000000.0
104842,Blue Collar Comedy Tour Collection,23626,604856.0,0.0
8864,Final Destination Collection,9358,90426405.0,26000000.0
227147,Tokyo Decadence series,15802,0.0,0.0
10517,Le Gendarme de St. Tropez Collection,11915,0.0,0.0
63170,Jönsson Gang,29224,0.0,0.0
295862,The BRD Collection,2262,0.0,0.0
315750,They Call Me Bruce Collection,24830,16894678.0,0.0
937,The Pink Panther (Original) Collection,9699,9056073.0,0.0
137766,Zapped Collection,23943,0.0,0.0
59567,Shanghai Noon Collection,6038,88323487.0,50000000.0
97459,The Jungle Book Collection,14873,135680000.0,20000000.0
195441,Dennis the Menace Collection,12139,117270765.0,35000000.0
405393,The Black Stallion Collection,24883,9800000.0,0.0
405393,The Black Stallion Collection,17264,37799643.0,2700000.0
375886,Willard,10929,0.0,22000000.0
354210,Born Free Trilogy,15347,0.0,0.0
93369,Ringu Collection,2671,8690429.0,1200000.0
93369,Ringu Collection,9669,18686644.0,6000000.0
261057,I Am Curious Collection,42695,0.0,0.0
100992,The Flicka Collection,18992,0.0,0.0
366444,Demetrius Filmreihe,29912,36000000.0,4100000.0
8385,Aki Kaurismäki's Finland trilogy,7294,0.0,0.0
105625,House of 1000 Corpses Collection,2662,16829545.0,7000000.0
748,X-Men Collection,36658,407711549.0,110000000.0
228887,Daddy Day Camp Collection,10708,164433867.0,60000000.0
92222,Breakin' Collection,17464,0.0,0.0
92222,Breakin' Collection,15259,0.0,0.0
431417,Nevada Smith Collection,42792,0.0,0.0
2344,The Matrix Collection,604,738599701.0,150000000.0
239766,The Klapisch Trilogy,1555,3897799.0,5300000.0
34055,Pokémon Collection,33875,20867919.0,0.0
124949,Almighty Collection,310,484572835.0,80000000.0
137697,Finding Nemo Collection,12,940335536.0,94000000.0
52985,Wrong Turn Collection,9902,28650575.0,12600000.0
9485,The Fast and the Furious Collection,584,236350661.0,76000000.0
431417,Nevada Smith Collection,5921,0.0,0.0
383632,A Man Called Horse Collection,14676,0.0,0.0
96665,Dumb and Dumber Collection,10152,39267515.0,19000000.0
57129,Rugrats Collection,20694,0.0,0.0
123724,Dracula (Hammer Series),35669,544476.0,0.0
1565,28 Days/Weeks Later Collection,170,82719885.0,5000000.0
86029,Charlie's Angels Collection,9471,259175788.0,120000000.0
86024,Legally Blonde Collection,10327,124914842.0,45000000.0
528,The Terminator Collection,296,435000000.0,200000000.0
295,Pirates of the Caribbean Collection,22,655011224.0,140000000.0
14890,Bad Boys Collection,8961,273339556.0,130000000.0
86117,Johnny English Collection,9486,160583018.0,40000000.0
194752,Trilogie,24259,0.0,0.0
2467,Tomb Raider Collection,1996,156505388.0,95000000.0
86486,Spy Kids Collection,12279,197011982.0,38000000.0
289531,Gator Collection,21882,0.0,0.0
105322,Kickboxer Collection,24993,1250712.0,0.0
289531,Gator Collection,4984,0.0,0.0
2806,American Pie Collection,8273,231449203.0,55000000.0
221111,S.W.A.T. Collection,9257,116643346.0,80000000.0
421566,Totò Collection,33954,0.0,0.0
9735,Friday the 13th Collection,6466,114908830.0,30000000.0
91427,Agent Cody Banks Collection,10923,58795814.0,28000000.0
91799,Tremors Collection,9362,48572000.0,11000000.0
937,The Pink Panther (Original) Collection,936,10878107.0,0.0
937,The Pink Panther (Original) Collection,12268,33833201.0,6000000.0
7505,Elements Trilogy,7504,528972.0,0.0
7505,Elements Trilogy,513,501533.0,0.0
94899,Jeepers Creepers Collection,11351,63102666.0,17000000.0
330892,Sides of the Bed,2722,0.0,0.0
201576,The Cabin Fever Collection,11547,30553394.0,1500000.0
9649,Mexico Trilogy,1428,98185582.0,29000000.0
10457,Once Upon a Time in China Collection,10617,3826459.0,0.0
10457,Once Upon a Time in China Collection,10618,30399676.0,0.0
10457,Once Upon a Time in China Collection,10619,27540561.0,0.0
261590,Living Dead Collection,8408,34000000.0,3500000.0
2326,Underworld Collection,277,95708457.0,22000000.0
409138,Yossi Collection,17614,0.0,0.0
201778,Dorm Daze Collection,18113,0.0,0.0
187736,Leningrad Cowboys Collection,11475,0.0,0.0
168880,Beethoven Collection,11806,147214049.0,0.0
168880,Beethoven Collection,10438,118243066.0,15000000.0
11794,Ginger Snaps Collection,9871,0.0,5000000.0
124950,American Graffiti Collection,33258,15014674.0,2500000.0
117927,House of the Dead Collection,11059,13818181.0,7000000.0
2883,Kill Bill Collection,24,180949000.0,30000000.0
425175,Texas Chainsaw (Reboot) Collection,9373,107071655.0,9500000.0
4246,Scary Movie Collection,4256,220673217.0,48000000.0
96472,Brother Bear Collection,10009,0.0,100000000.0
264335,The Eye Collection,10389,0.0,0.0
123720,Frankenstein (Hammer Series),3117,0.0,0.0
158391,The Apu Collection,897,170215.0,0.0
457305,Man of Marble/Iron Collection,224,0.0,0.0
478628,Sherlock Holmes (1939 series),27117,0.0,0.0
478628,Sherlock Holmes (1939 series),50553,0.0,0.0
478628,Sherlock Holmes (1939 series),44383,0.0,0.0
2344,The Matrix Collection,605,424988211.0,150000000.0
96871,Father of the Bride Collection,11846,89325780.0,0.0
423173,Bad Santa Collection,10147,76488889.0,23000000.0
45154,Darkman Collection,9556,48878502.0,16000000.0
208765,Europa Trilogy,9065,0.0,0.0
115142,Tales from the Crypt Collection,38939,0.0,0.0
151263,WarGames Collection,860,79567667.0,12000000.0
8050,Highlander Collection,8010,15556340.0,30000000.0
397444,Kindergarten Cop Collection,951,201957688.0,15000000.0
16302,Battle Royale Collection,3176,25000000.0,4500000.0
43066,Teen Wolf Collection,11824,0.0,0.0
937,The Pink Panther (Original) Collection,1594,12368234.0,0.0
19285,Leprechaun Collection (Original Series),11811,8556940.0,900000.0
208765,Europa Trilogy,9063,0.0,0.0
185682,The Adventures of Antoine Doinel,255,0.0,350000.0
144689,Honey Collection,10028,62646763.0,18000000.0
119,The Lord of the Rings Collection,122,1118888979.0,94000000.0
114783,Cheaper by the Dozen Collection,11007,190212113.0,40000000.0
98036,Re-Animator Collection,11429,0.0,3000000.0
245129,Pumping Iron Collection,5205,0.0,1000000.0
157890,The Matt Helm Collection,21779,16318124.0,0.0
52749,The Butterfly Effect Collection,1954,96060858.0,13000000.0
353721,You Got Served Collection,14114,0.0,0.0
176097,Barbershop Collection,21301,65070412.0,18000000.0
194752,Trilogie,44539,0.0,0.0
158373,The Lost Skeleton Collection,18841,0.0,0.0
201930,Blacula Collection,30566,0.0,500000.0
201930,Blacula Collection,42466,0.0,0.0
194752,Trilogie,44674,0.0,0.0
135502,Allan Quatermain Collection,9838,238227.0,12500000.0
86058,Dirty Dancing Collection,10677,27685016.0,25000000.0
91427,Agent Cody Banks Collection,17047,28818995.0,26000000.0
86860,Scooby-Doo Collection,11024,181466833.0,0.0
1952,USA: Land of Opportunities Collection,553,16680836.0,10000000.0
17235,Hellboy Collection,1487,99318987.0,66000000.0
86334,The Prince & Me Collection,11137,0.0,0.0
299748,Walking Tall Collection,11358,57223890.0,56000000.0
103577,The Whole Nine/Ten Yards Collection,2122,26155781.0,40000000.0
261590,Living Dead Collection,923,55000000.0,650000.0
135441,Road to Collection,34082,0.0,0.0
2883,Kill Bill Collection,393,152159461.0,30000000.0
99606,Mean Girls Collection,10625,129042871.0,17000000.0
109608,Van Helsing Collection,7131,300257475.0,160000000.0
205977,The Kingdom,22137,0.0,0.0
404111,100 Girls Collection,10035,0.0,0.0
95051,The Up Series,20561,0.0,0.0
645,James Bond Collection,667,111584787.0,9500000.0
645,James Bond Collection,700,187500000.0,27500000.0
645,James Bond Collection,36670,160000000.0,36000000.0
10441,Babylon 5 Collection,10940,0.0,0.0
9521,Look Who's Talking Collection,9356,0.0,0.0
126166,The Delta Force Collection,16113,17768900.0,0.0
272673,Cat People Collection,25508,4000000.0,134000.0
87631,The Musketeers Collection,12310,0.0,0.0
159340,Bang Rajan Collection,39907,0.0,0.0
14246,Sniper Collection,9545,18994653.0,0.0
10441,Babylon 5 Collection,10916,0.0,0.0
10441,Babylon 5 Collection,10921,0.0,0.0
10441,Babylon 5 Collection,10941,0.0,0.0
47814,The Thin Man Collection,14589,0.0,0.0
47814,The Thin Man Collection,14594,0.0,0.0
47814,The Thin Man Collection,14590,0.0,0.0
47814,The Thin Man Collection,14588,0.0,0.0
47814,The Thin Man Collection,14595,0.0,0.0
478442,Lammbock Collection,1583,0.0,0.0
122945,The Legend Collection,17653,3956913.0,0.0
91799,Tremors Collection,11069,0.0,4000000.0
91799,Tremors Collection,10829,0.0,0.0
123740,Vampire Karnstein (Hammer series),31952,0.0,0.0
308153,The Cheerleaders - Collection,54396,0.0,0.0
48829,The Streetfighter Collection,40810,0.0,0.0
48829,The Streetfighter Collection,40812,0.0,0.0
123720,Frankenstein (Hammer Series),3075,0.0,0.0
145494,The Gidget Collection,43096,0.0,0.0
286935,Silence of God Trilogy by Ingmar Bergman,11506,0.0,0.0
286935,Silence of God Trilogy by Ingmar Bergman,29455,0.0,0.0
286935,Silence of God Trilogy by Ingmar Bergman,11602,0.0,0.0
185667,The Complete Monterey Pop Festival,42632,0.0,0.0
58588,Infernal Affairs Collection,10775,8708932.0,0.0
349889,Robot Jox Collection,15618,0.0,10000000.0
434533,Death Race Original Collection,13282,8000000.0,300000.0
434270,Lew Harper Collection,26268,12000000.0,3500000.0
95891,In China They Eat Dogs Collection,250,0.0,0.0
126166,The Delta Force Collection,19086,6698361.0,0.0
289288,Per Fly trilogien (Samling),15824,0.0,0.0
192532,Dead or Alive Collection,11315,0.0,0.0
441439,Alienation Trilogy,5165,0.0,0.0
11140,Dr. Mabuse Collection,19128,0.0,0.0
259398,Teenage Apocalypse Trilogy,33560,0.0,0.0
145901,Lupin the Third Collection,15371,0.0,0.0
32135,The Toxic Avenger Collection,27601,0.0,500000.0
448468,Grey Gardens Collection,17346,0.0,0.0
2150,Shrek Collection,809,919838758.0,150000000.0
1241,Harry Potter Collection,673,789804554.0,130000000.0
2794,The Chronicles of Riddick Collection,2789,115772733.0,105000000.0
86115,Garfield Collection,8920,200804534.0,50000000.0
9338,Police Academy Collection,11546,126247.0,0.0
478628,Sherlock Holmes (1939 series),17481,0.0,0.0
478628,Sherlock Holmes (1939 series),27118,0.0,0.0
475802,Super Size Me Collection,9372,28575078.0,65000.0
240690,Billy Jack Collection,44695,36000000.0,360000.0
85473,The Human Condition,31217,0.0,0.0
374509,Godzilla (Showa) Collection,38582,0.0,0.0
476054,The Hitcher (1986) Collection,9542,5844868.0,6000000.0
297143,Dexter Riley Collection,24236,0.0,0.0
145784,The Philadelphia Experiment - Collezione,10606,0.0,21000000.0
937,The Pink Panther (Original) Collection,6081,49579269.0,0.0
211721,Taxi Collection,2330,268254.0,0.0
211721,Taxi Collection,2334,65497208.0,14500000.0
280539,Lassie (Kinofilme),2202,0.0,0.0
556,Spider-Man Collection,558,783766341.0,200000000.0
123800,Before... Collection,80,15992615.0,2700000.0
93791,Anchorman Collection,8699,90574188.0,26000000.0
437451,Cinderella Story Collection,11247,70067909.0,19000000.0
138163,Trylogia Sienkiewicza,36627,0.0,0.0
31562,The Bourne Collection,2502,288500217.0,75000000.0
110021,The Magnificent Seven Collection,12625,0.0,0.0
110021,The Magnificent Seven Collection,43417,0.0,3000000.0
478628,Sherlock Holmes (1939 series),20408,0.0,0.0
478628,Sherlock Holmes (1939 series),18706,0.0,0.0
478628,Sherlock Holmes (1939 series),34327,0.0,0.0
478628,Sherlock Holmes (1939 series),20417,0.0,0.0
306882,Thunderbirds (Animation) Collection,35780,0.0,0.0
306882,Thunderbirds (Animation) Collection,25361,0.0,0.0
171586,PTU Collection,25536,0.0,0.0
30663,Harold & Kumar Collection,11282,23936908.0,9000000.0
107674,The Princess Diaries Collection,11130,95149435.0,40000000.0
115762,AVP Collection,395,171183863.0,70000000.0
146534,Without a Paddle Collection,10762,69631118.0,19000000.0
12263,The Exorcist Collection,11026,78000586.0,80000000.0
330605,The Sting Collection,36912,6347072.0,0.0
424830,The Benji Collection,44415,0.0,0.0
105995,Anaconda Collection,11237,70992898.0,20000000.0
374418,The Mangler Collection,13559,0.0,0.0
136218,Night of the Demons Collection,24924,3109904.0,1200000.0
168186,Witchboard Collection,17994,0.0,0.0
17255,Resident Evil Collection,1577,129394835.0,45000000.0
263866,Nuke 'Em High Collection,26230,0.0,0.0
104716,Basket Case Collection,27816,0.0,0.0
104716,Basket Case Collection,27815,0.0,2500000.0
208765,Europa Trilogy,29445,0.0,0.0
256297,It's Alive Collection,28153,0.0,0.0
1974,The Grudge Collection,1970,183474602.0,10000000.0
656,Saw Collection,176,103911669.0,1200000.0
468222,The Incredibles Collection,9806,631442092.0,92000000.0
10455,Child's Play Collection,11249,24829644.0,12000000.0
8936,Bridget Jones Collection,9801,40203020.0,50000000.0
52984,National Treasure Collection,2059,347451894.0,100000000.0
275402,SpongeBob Collection,11836,140161792.0,30000000.0
304,Ocean's Collection,163,362744280.0,110000000.0
735,Blade Collection,36648,128905366.0,65000000.0
208602,That's Entertainment Collection,33740,0.0,0.0
208602,That's Entertainment Collection,74719,0.0,0.0
208602,That's Entertainment Collection,77448,0.0,0.0
259401,The Invisible Man (Universal Series),28421,0.0,0.0
48802,I Love a Mystery movie series,27503,0.0,217000.0
135495,King Kong (1933 series),43149,0.0,250000.0
259027,The Wolf Man (Universal Series),27970,0.0,0.0
438087,Topper Collection,23101,0.0,500000.0
158365,Why We Fight,23336,0.0,0.0
272673,Cat People Collection,28436,0.0,0.0
426985,Ivan The Terrible Collection,9797,0.0,0.0
135441,Road to Collection,31980,0.0,0.0
84923,The Orphic Trilogy,4558,0.0,0.0
135508,Allan Quatermain (1950 series),43388,0.0,0.0
456980,The Paleface Collection,30801,0.0,0.0
12077,St. Trinian's Collection,11402,0.0,0.0
102452,Samurai Collection,31372,0.0,0.0
102452,Samurai Collection,31374,0.0,0.0
102452,Samurai Collection,31378,0.0,0.0
85473,The Human Condition,34528,0.0,0.0
85473,The Human Condition,34530,0.0,0.0
441439,Alienation Trilogy,21135,0.0,0.0
123724,Dracula (Hammer Series),17102,364937.0,280379.0
94039,Asterix and Obelix (Animation) Collection,11047,0.0,0.0
94039,Asterix and Obelix (Animation) Collection,9929,0.0,0.0
123724,Dracula (Hammer Series),29778,0.0,0.0
123724,Dracula (Hammer Series),29748,0.0,0.0
161766,Gamera Films,70327,0.0,0.0
212525,Trinità  Collection,9394,0.0,0.0
123724,Dracula (Hammer Series),34479,0.0,478375.0
308465,The Emigrants Collection,40732,0.0,0.0
116847,Dr. Phibes Collection,18250,0.0,75000.0
123724,Dracula (Hammer Series),33020,0.0,0.0
105764,The Tall Blond Man Collection,12089,0.0,0.0
102128,Lone Wolf and Cub Collection,41471,0.0,0.0
102128,Lone Wolf and Cub Collection,17810,0.0,0.0
409026,Nobody Collection,9474,0.0,0.0
157504,Walking Tall Original Collection,25473,0.0,0.0
39438,Emmanuelle Collection,24402,0.0,500000.0
391040,Gone in 60 Seconds Trilogy,16246,0.0,0.0
211860,Mountain Family Robinson Collection,28994,0.0,0.0
405256,Dolemite Collection,19174,0.0,0.0
94039,Asterix and Obelix (Animation) Collection,9385,0.0,0.0
39438,Emmanuelle Collection,28209,0.0,0.0
155474,French Connection Collection,10711,12484444.0,0.0
107473,Ирония судьбы (Коллекция),43430,0.0,0.0
334563,The Sister Street Fighter Collection,47313,0.0,0.0
294834,Vixens Collection,5725,0.0,0.0
188458,Trilogy of Terror Collection,38783,0.0,0.0
166698,Westworld Collection,10640,0.0,0.0
294834,Vixens Collection,5651,0.0,0.0
255702,The Rutles Collection,16378,0.0,0.0
141290,The Lord of the Rings Animated Collection,1362,0.0,3000000.0
52835,French Fried Vacation,33701,0.0,0.0
14095,Barefoot Gen Collection,14087,0.0,0.0
133830,Star Wars: The Ewok Adventures Collection,1884,0.0,3000000.0
256296,"Silent Night, Deadly Night Collection",27414,0.0,1065000.0
94035,Anne of Green Gables Collection,17663,0.0,0.0
94039,Asterix and Obelix (Animation) Collection,8868,0.0,0.0
284111,Barbarian Queen Collection,29903,0.0,0.0
430201,Demons Collection,14029,0.0,1800000.0
133830,Star Wars: The Ewok Adventures Collection,10372,0.0,0.0
155421,Mr. Vampire Collection,67342,0.0,0.0
269098,Police Story Collection,9056,0.0,0.0
94039,Asterix and Obelix (Animation) Collection,9318,0.0,0.0
74083,Flodder Collection,10570,0.0,0.0
99635,A Better Tomorrow Collection,11471,4469460.0,0.0
160468,The Frogtown Collection,22572,0.0,0.0
324149,Koker Trilogy,49964,0.0,0.0
9046,A Chinese Ghost Story Collection,30421,0.0,0.0
99635,A Better Tomorrow Collection,18305,0.0,0.0
98435,Patlabor Collection,14571,0.0,0.0
95051,The Up Series,20562,0.0,0.0
287016,Wong Kar-Wai's Informal Collection,18311,141864.0,0.0
476066,Begotten Collection,1483,0.0,33000.0
124951,Mannequin Collection,34376,3752426.0,13000000.0
284111,Barbarian Queen Collection,29904,0.0,0.0
324149,Koker Trilogy,83761,0.0,0.0
361140,House of Angels Collection,34683,0.0,0.0
151861,Lonesome Dove Collection,47350,0.0,0.0
91945,American Ninja Collection,25684,0.0,0.0
192167,The Bride with White Hair Collection,18817,0.0,0.0
98853,Cyborg Collection,16437,0.0,5000000.0
122945,The Legend Collection,17811,2967668.0,0.0
86341,Fortress Collection,12088,6739141.0,8000000.0
187736,Leningrad Cowboys Collection,30366,0.0,0.0
145784,The Philadelphia Experiment - Collezione,35610,2970.0,5000000.0
207952,Barrytown Trilogy,12664,0.0,0.0
278467,Trilogía de la violencia de Michael Haneke,32764,0.0,0.0
309259,Naked Collection,26877,0.0,0.0
45154,Darkman Collection,18998,0.0,0.0
97771,Major League Collection,11067,30626182.0,0.0
123256,Pumpkinhead Collection,35977,0.0,0.0
473943,Gonin collection,26830,0.0,0.0
190435,Street Fighter Collection,12613,0.0,0.0
104068,Tales of the Four Seasons,37563,0.0,0.0
203178,Jack Frost Collection,27318,0.0,0.0
137913,The Hunters Collection,16003,0.0,17500000.0
8385,Aki Kaurismäki's Finland trilogy,8214,0.0,0.0
203910,Pusher Collection,2061,0.0,0.0
362047,Bikini Summer Collection,74097,0.0,0.0
142717,The Cremaster Cycle,36702,0.0,0.0
108043,Hamilton Collection,17629,0.0,0.0
94032,The Lion King Collection,9732,0.0,0.0
10924,From Dusk Till Dawn Collection,10213,0.0,5000000.0
10924,From Dusk Till Dawn Collection,12095,0.0,5000000.0
2248,Torrente Collection,1283,0.0,0.0
205977,The Kingdom,22140,0.0,0.0
344936,Unna Trilogie,344,0.0,2888030.0
421904,Batman (DC Universe Animated) Collection,15805,0.0,0.0
11716,Addams Family Collection,11508,0.0,0.0
149191,Lady Snowblood Collection,2487,0.0,0.0
98580,Candyman Collection,12485,0.0,0.0
404770,Superman (DC Universe Animated) Collection,17074,0.0,0.0
96850,Evangelion Collection,18491,20000000.0,0.0
355490,Freeway Collection,39927,0.0,0.0
338416,Kirikou,21348,0.0,0.0
9068,The Prophecy Collection,9011,0.0,0.0
211721,Taxi Collection,2332,60726164.0,0.0
107462,Osobennosti Natsionalnoy ... - Collection,20882,0.0,0.0
52789,Cruel Intentions Collection,5458,0.0,0.0
268014,The Big Bottom Box,10482,0.0,0.0
164394,If These Walls Could Talk Collection,28031,0.0,0.0
410261,A Goofy Movie Collection,15653,0.0,0.0
287016,Wong Kar-Wai's Informal Collection,844,19271312.0,12000000.0
142717,The Cremaster Cycle,23985,0.0,0.0
206072,Running Out Of Time Collection,2463,0.0,0.0
426370,The Wog Boy Collection,16874,0.0,0.0
103190,The Female Prisoner Series,71138,0.0,0.0
103190,The Female Prisoner Series,39872,0.0,0.0
379475,Batman Beyond Collection,16234,0.0,0.0
10721,Mimic Collection,10706,0.0,10000000.0
105629,Paradise Lost Collection,17208,0.0,0.0
95891,In China They Eat Dogs Collection,10751,0.0,0.0
2396,Asterix and Obelix Collection,2899,111127553.0,0.0
374512,Godzilla (Millennium) Collection,36243,0.0,9400000.0
86105,American Psycho Collection,10726,0.0,10000000.0
192532,Dead or Alive Collection,13899,0.0,0.0
432,Cube Collection,437,0.0,0.0
473850,My Sassy Girl Collection,11178,0.0,0.0
118657,Annika Bengtzon Collection,100973,0.0,0.0
101676,My Wife is a Gangster Collection,21707,0.0,0.0
192532,Dead or Alive Collection,36222,0.0,0.0
386495,Fubar Collection,13984,0.0,350000.0
4563,The Vengeance Collection,4689,1954937.0,4000000.0
308645,The Foreigner Collection,18248,0.0,16700000.0
24726,Johan Falk Collection,21041,0.0,4667404.0
94032,The Lion King Collection,11430,0.0,0.0
142717,The Cremaster Cycle,23986,0.0,0.0
279836,Herr Lehmann Filmreihe,4326,0.0,0.0
1972,Ju-on Collection,32250,0.0,4000000.0
1972,Ju-on Collection,44203,0.0,0.0
91799,Tremors Collection,10891,0.0,5000000.0
430186,Bring It On Collection,12540,0.0,0.0
3963,The Crimson Rivers Collection,60672,0.0,0.0
14246,Sniper Collection,14245,0.0,5000000.0
16302,Battle Royale Collection,3177,0.0,9000000.0
309259,Naked Collection,10855,0.0,0.0
23026,Ghost in the Shell Collection,12140,9789651.0,0.0
377545,Samurai Trilogy,12496,7338987.0,5000000.0
192541,The Twins Effect Collection,17457,0.0,0.0
11794,Ginger Snaps Collection,10361,0.0,0.0
371950,Dark Woods Collection,41070,0.0,0.0
1972,Ju-on Collection,11838,0.0,3500000.0
4563,The Vengeance Collection,670,14980005.0,3000000.0
11794,Ginger Snaps Collection,12583,0.0,0.0
126580,One Missed Call Collection,9694,0.0,0.0
53154,Inuyasha Collection,22537,0.0,0.0
10522,Starship Troopers Collection,10304,0.0,7000000.0
1972,Ju-on Collection,9666,0.0,0.0
94589,Ong Bak Collection,9316,15.0,0.0
58588,Infernal Affairs Collection,11647,0.0,0.0
306063,Saints and Soldiers Collection,10105,0.0,780000.0
86113,Open Water Collection,83,54667954.0,130000.0
58588,Infernal Affairs Collection,14310,0.0,0.0
14563,The Ring Collection,10320,161451538.0,50000000.0
475520,The Yes Men Collection,3396,0.0,0.0
107461,Bummer Collection,62276,1600000.0,700000.0
101246,Azumi Collection,5889,0.0,0.0
52789,Cruel Intentions Collection,5460,0.0,0.0
476065,What the Bleep! Collection,8357,10000000.0,0.0
264335,The Eye Collection,24674,0.0,0.0
8917,Hellraiser Collection,12597,0.0,2000000.0
51509,Meet the Parents Collection,693,516642939.0,80000000.0
102777,White Noise Collection,11804,91196419.0,10000000.0
374509,Godzilla (Showa) Collection,18627,0.0,0.0
191023,The Yakuza Papers Collection,34326,0.0,0.0
251858,Brancaleone Collection,23832,1314230.0,0.0
87800,Appleseed Collection,11633,1461989.0,10000000.0
11875,Pippi Longstocking,12127,0.0,0.0
11875,Pippi Longstocking,11626,0.0,0.0
413937,Father Flanagan Collection,42390,0.0,0.0
106000,Beastmaster Collection,27549,869325.0,6000000.0
275873,Dr. Who Collection,26581,0.0,502318.0
176118,The Are We Collection,11637,97918663.0,32000000.0
149704,Alone in the Dark Collection,12142,10442808.0,20000000.0
96937,The Boogeyman Collection,8968,67192859.0,20000000.0
295862,The BRD Collection,661,0.0,0.0
437628,Constantine Collection,561,230884728.0,100000000.0
43072,The Mask Collection,10214,0.0,84000000.0
3106,World of Watches Collection,3040,32000000.0,4200000.0
438087,Topper Collection,44875,0.0,0.0
384920,"No Retreat, No Surrender Collection",12721,4662137.0,0.0
169851,The ChubbChubbs Collection,27042,0.0,0.0
87631,The Musketeers Collection,2926,0.0,0.0
185682,The Adventures of Antoine Doinel,258,0.0,0.0
256729,War Trilogy,8016,0.0,0.0
108170,The Blind Dead Collection,37601,0.0,0.0
91698,Chili Palmer Collection,4551,95226116.0,53000000.0
374509,Godzilla (Showa) Collection,3115,0.0,0.0
374511,Godzilla (Heisei) Collection,6593,0.0,9500000.0
221308,"Oh, God! Collection",38148,0.0,0.0
432,Cube Collection,438,0.0,825000.0
101646,Vares Collection,37988,0.0,0.0
93220,Miss Congeniality Collection,10040,0.0,0.0
385721,Zu Warriors Collection,38155,0.0,0.0
374509,Godzilla (Showa) Collection,19545,0.0,0.0
135179,Sin City Collection,187,158733820.0,40000000.0
167691,Trilogy of Life,47406,0.0,0.0
93369,Ringu Collection,9674,0.0,6000000.0
97919,The Love Comes Softly Collection,16250,0.0,0.0
397842,The Amityville Horror Collection,10065,108047131.0,19000000.0
