department,gender,id,job,name,id_pelicula
Directing,2.0,73112.0,Director,John Simpson,12612
Directing,0.0,95568.0,Director,Peter Watkins,26513
Directing,2.0,19093.0,Director,George Marshall,43110
Directing,2.0,5656.0,Director,Noah Baumbach,10707
Directing,2.0,40256.0,Director,D.J. Caruso,9910
Directing,2.0,10747.0,Director,Julian Fellowes,38583
Directing,0.0,507189.0,Director,Filippa Freijd,77468
Directing,0.0,507196.0,Director,Martin Jern,77468
Directing,2.0,589321.0,Director,Emil Larsson,77468
Directing,0.0,1636056.0,Director,Henrik Norrthon,77468
Directing,2.0,66212.0,Director,Timo Vuorensola,15493
Directing,2.0,89632.0,Director,William K. Howard,53864
Directing,2.0,1614.0,Director,Ang Lee,142
Directing,2.0,944538.0,Director,Daniel B. Gold,56778
Directing,1.0,1062364.0,Director,Judith Helfand,56778
Directing,2.0,11649.0,Director,Cameron Crowe,9621
Directing,1.0,15287.0,Director,Niki Caro,9701
Directing,0.0,120227.0,Director,Dariush Mehrjui,45899
Directing,2.0,1461.0,Director,George Clooney,3291
Directing,2.0,50567.0,Director,Melvin Frank,34662
Directing,2.0,53176.0,Director,John Gatins,12920
Directing,2.0,27213.0,Director,Ermanno Olmi,56798
Directing,2.0,10001.0,Director,William Wyler,20853
Directing,2.0,53333.0,Director,John Hillcoat,16608
Directing,2.0,31123.0,Director,Rob Hardy,25517
Directing,0.0,234859.0,Director,Mark Milgard,16430
Directing,2.0,91585.0,Director,Kevin Willmott,24408
Directing,2.0,11809.0,Director,Rupert Wainwright,791
Directing,0.0,931795.0,Director,Tim Kirkman,19965
Directing,2.0,63709.0,Director,Craig R. Baxley,38828
Directing,2.0,82286.0,Director,Marc Levin,33241
Directing,0.0,149330.0,Director,Amanda Goodwin,53935
Directing,2.0,26481.0,Director,Anand Tucker,2610
Directing,2.0,62157.0,Director,Josh Stolberg,21246
Directing,2.0,56205.0,Director,Atom Egoyan,9729
Directing,2.0,69741.0,Director,David M. Evans,15276
Directing,0.0,151053.0,Director,Lisa Lax,191599
Directing,0.0,1226900.0,Director,Nancy Stern,191599
Directing,2.0,12995.0,Director,Marc Forster,8066
Directing,2.0,227945.0,Director,Stefan C. Schaefer,18428
Directing,2.0,10702.0,Director,Martin Campbell,1656
Directing,0.0,1163090.0,Director,Doron Eran,182097
Directing,2.0,112002.0,Director,Greg Whiteley,41566
Directing,2.0,1704.0,Director,Gore Verbinski,6963
Directing,2.0,2675.0,Director,Darren Lynn Bousman,215
Directing,2.0,24294.0,Director,Ben Younger,2313
Directing,2.0,5026.0,Director,Akira Kurosawa,45967
Directing,2.0,47399.0,Director,Frank Tashlin,37124
Directing,2.0,2166.0,Director,Sergio Castellitto,16729
Directing,0.0,1091507.0,Director,Pirjo Honkasalo,178469
Directing,2.0,78615.0,Director,Phil Roman,31718
Directing,2.0,94011.0,Director,Bill Melendez,31718
Directing,2.0,19684.0,Director,Bille August,226594
Directing,2.0,35256.0,Director,Damiano Damiani,10915
Directing,2.0,5970.0,Director,Pier Paolo Pasolini,5335
Directing,2.0,61346.0,Director,Rowan Woods,9993
Directing,2.0,54590.0,Director,Steve Rash,8274
Directing,2.0,19457.0,Director,Mark Robson,25918
Directing,2.0,88820.0,Director,Jean Rollin,29111
Directing,0.0,15254.0,Director,Emir Kusturica,20128
Directing,2.0,32427.0,Director,W.S. Van Dyke,26845
Directing,2.0,9062.0,Director,Cedric Gibbons,18994
Directing,2.0,73256.0,Director,David Miller,12617
Directing,2.0,21931.0,Director,Chris Nahon,10799
Directing,0.0,17282.0,Director,Takashi Miike,42000
Directing,2.0,4415.0,Director,Federico Fellini,36102
Directing,0.0,32718.0,Director,Berry Gordy,3554
Directing,2.0,32765.0,Director,Tony Richardson,3554
Directing,2.0,56195.0,Director,Ole Christian Madsen,14897
Directing,2.0,42.0,Director,Lars von Trier,1951
Directing,2.0,80570.0,Director,Walter Lang,68013
Directing,2.0,77162.0,Director,Rodrigo García,16022
Directing,0.0,96745.0,Director,Stephen Milburn Anderson,23196
Directing,2.0,30422.0,Director,Jack Smight,25763
Directing,2.0,19457.0,Director,Mark Robson,35580
Directing,0.0,1650.0,Director,François Truffaut,259
Directing,2.0,112132.0,Director,Fernando Eimbcke,34207
Directing,2.0,69488.0,Director,Nanni Moretti,32117
Directing,2.0,11529.0,Director,Carl Koch,19354
Directing,1.0,549834.0,Director,Lotte Reiniger,19354
Directing,2.0,99916.0,Director,Herschell Gordon Lewis,28170
Directing,2.0,956.0,Director,Guy Ritchie,10851
Directing,0.0,871110.0,Director,Tetsuro Takeuchi,16231
Directing,2.0,12995.0,Director,Marc Forster,81220
Directing,2.0,39.0,Director,Sam Mendes,25
Directing,2.0,545229.0,Director,David Weaver,105299
Directing,0.0,1164972.0,Director,Giddi Dar,15083
Directing,2.0,61411.0,Director,Mark Dindal,9982
Directing,2.0,1241.0,Director,John Turturro,13994
Directing,2.0,121471.0,Director,Gustavo Loza,73473
Directing,2.0,70520.0,Director,Shane Meadows,12877
Directing,2.0,70221.0,Director,Christian Carion,11661
Directing,2.0,30956.0,Director,Jesús Franco,5620
Directing,2.0,29662.0,Director,Terence Fisher,23220
Directing,2.0,10790.0,Director,Sam Wood,43440
Directing,2.0,138167.0,Director,Peter Duffell,39261
Directing,2.0,29662.0,Director,Terence Fisher,54801
Directing,2.0,29662.0,Director,Terence Fisher,28667
Directing,2.0,123969.0,Director,William F. Claxton,38761
Directing,0.0,16767.0,Director,Aki Kaurismäki,7974
Directing,2.0,54767.0,Director,Mika Kaurismäki,60409
Directing,2.0,5656.0,Director,Noah Baumbach,44389
Directing,2.0,53334.0,Director,Jim Sheridan,10060
Directing,2.0,125085.0,Director,Hideo Gosha,46917
Directing,2.0,11873.0,Director,Roger Kumble,10033
Directing,2.0,2945.0,Director,Stephen Gaghan,231
Directing,0.0,16767.0,Director,Aki Kaurismäki,59388
Directing,2.0,19684.0,Director,Bille August,41764
Directing,0.0,16767.0,Director,Aki Kaurismäki,28212
Directing,0.0,29605.0,Director,Mikael Håfström,8999
Directing,2.0,41041.0,Director,Christopher Smith,8555
Directing,2.0,36588.0,Director,Joe Wright,4348
Directing,0.0,139080.0,Director,Stu Pollard,47540
Directing,2.0,62696.0,Director,David J. Burke,10064
Directing,2.0,536904.0,Director,Roger Hedden,125300
Directing,2.0,59998.0,Director,Greg McLean,9885
Directing,2.0,57581.0,Director,Neil Marshall,9392
Directing,2.0,6648.0,Director,Ingmar Bergman,47473
Directing,2.0,3317.0,Director,Takeshi Kitano,20347
Directing,0.0,26959.0,Director,Samuel Fuller,14837
Directing,2.0,10723.0,Director,Mike Newell,674
Directing,2.0,13563.0,Director,Norman Jewison,24625
Directing,2.0,366.0,Director,James Mangold,69
Directing,2.0,10965.0,Director,Chris Columbus,1833
Directing,0.0,95501.0,Director,Yasujirō Ozu,44163
Directing,2.0,105866.0,Director,Marco Bellocchio,65045
Directing,2.0,105866.0,Director,Marco Bellocchio,46591
Directing,2.0,15277.0,Director,Jon Favreau,6795
Directing,2.0,69371.0,Director,Jean-Marc Vallée,11421
Directing,2.0,884.0,Director,Steve Buscemi,7301
Directing,2.0,46307.0,Director,Roy Rowland,108843
Directing,2.0,22301.0,Director,Liam Lynch,16156
Directing,2.0,101444.0,Director,Scott McGehee,24618
Directing,0.0,17016.0,Director,Neil Jordan,1420
Directing,2.0,1524.0,Director,Harold Ramis,9005
Directing,2.0,1215.0,Director,Raja Gosnell,13499
Directing,2.0,33485.0,Director,Ron Underwood,17952
Directing,0.0,52894.0,Director,Laurence Dunmore,7548
Directing,0.0,234422.0,Director,Kemp Curly,20436
Directing,0.0,234423.0,Director,Kevin Harrison,20436
Directing,2.0,51875.0,Director,Andrew V. McLaglen,7010
Directing,2.0,50300.0,Director,John Farrow,6529
Directing,2.0,4955.0,Director,Dario Argento,20345
Directing,2.0,77964.0,Director,Mike Barker,15184
Directing,2.0,82461.0,Director,Seijun Suzuki,86666
Directing,0.0,124919.0,Director,Pantelis Voulgaris,24223
Directing,2.0,5629.0,Director,Freddie Francis,3124
Directing,2.0,20556.0,Director,Bertrand Tavernier,8425
Directing,0.0,235496.0,Director,Francis Palluau,44710
Directing,2.0,1723.0,Director,Walter Hill,2153
Directing,2.0,146949.0,Director,Jonathan Nossiter,48121
Directing,2.0,18854.0,Director,Martin Ritt,42489
Directing,2.0,1243.0,Director,Woody Allen,116
Directing,2.0,793.0,Director,Luis Buñuel,35124
Directing,2.0,13980.0,Director,Vincente Minnelli,43176
Directing,0.0,13985.0,Director,Lemuel Ayers,43176
Directing,2.0,21506.0,Director,George Sidney,43176
Directing,0.0,69392.0,Director,Charles Walters,43176
Directing,2.0,94218.0,Director,Roy Del Ruth,43176
Directing,2.0,175710.0,Director,Robert Lewis,43176
Directing,2.0,552346.0,Director,Merrill Pye,43176
Directing,0.0,4590.0,Director,Russ Meyer,5741
Directing,2.0,12804.0,Director,Peter Yates,20416
Directing,2.0,26488.0,Director,Craig Lucas,41189
Directing,0.0,543371.0,Director,Jessica Sanders,19215
Directing,2.0,29962.0,Director,King Vidor,84090
Directing,0.0,307546.0,Director,Jim Hanon,61340
Directing,2.0,122969.0,Director,Edward Sedgwick,253250
Directing,2.0,357.0,Director,Hany Abu-Assad,67
Directing,0.0,58448.0,Director,Penelope Spheeris,64972
Directing,2.0,5524.0,Director,Andrew Adamson,411
Directing,2.0,108.0,Director,Peter Jackson,254
Directing,2.0,17633.0,Director,Rob Marshall,1904
Directing,2.0,56789.0,Director,Thomas Bezucha,9043
Directing,2.0,20640.0,Director,Chen Kaige,2008
Directing,0.0,37360.0,Director,Henry Hathaway,21454
Directing,2.0,120552.0,Director,Hy Averback,42687
Directing,2.0,108908.0,Director,Josep Maria Domènech,27915
Directing,0.0,226483.0,Director,Carles Bosch,27915
Directing,1.0,22020.0,Director,Barbara Kopple,14695
Directing,0.0,76978.0,Director,Masaki Kobayashi,27031
Directing,0.0,114678.0,Director,Markku Pölönen,55396
Directing,2.0,14088.0,Director,Mehboob Khan,917
Directing,2.0,97579.0,Director,Guy Maddin,17595
Directing,2.0,2801.0,Director,Andrzej Wajda,43322
Directing,2.0,9603.0,Director,Sergei M. Eisenstein,43118
Directing,2.0,21440.0,Director,Dick Maas,19058
Directing,1.0,14392.0,Director,Kathryn Bigelow,36826
Directing,0.0,6589.0,Director,Monty Montgomery,36826
Directing,2.0,70520.0,Director,Shane Meadows,22908
Directing,2.0,69719.0,Director,Bruno Barreto,42234
Directing,2.0,44740.0,Director,Richard Shepard,9515
Directing,0.0,79684.0,Director,Sarah Watt,16151
Directing,2.0,51521.0,Director,Robert Greenwald,29595
Directing,2.0,58766.0,Director,Simon Fellows,9721
Directing,2.0,4964.0,Director,Hal Ashby,20858
Directing,2.0,29962.0,Director,King Vidor,35896
Directing,2.0,19457.0,Director,Mark Robson,80316
Directing,0.0,49555.0,Director,Petter Næss,23478
Directing,2.0,31312.0,Director,Don Medford,92272
Directing,2.0,21958.0,Director,Mark Rydell,84847
Directing,2.0,21305.0,Director,Lloyd Bacon,43812
Directing,2.0,3317.0,Director,Takeshi Kitano,23606
Directing,2.0,1188.0,Director,Kim Ki-duk,2777
Directing,2.0,1188.0,Director,Kim Ki-duk,25651
Directing,0.0,1851175.0,Director,Ahn Sang-hyeon,25651
Directing,0.0,1851176.0,Director,Heo Seong-wook,25651
Directing,0.0,1851179.0,Director,Hong Mi-sook,25651
Directing,2.0,1188.0,Director,Kim Ki-duk,25650
Directing,2.0,11195.0,Director,Gérard Oury,8290
Directing,2.0,8823.0,Director,Raoul Walsh,17382
Directing,2.0,2176.0,Director,Tommy Lee Jones,8053
Directing,2.0,10601.0,Director,Joseph L. Mankiewicz,20003
Directing,0.0,69392.0,Director,Charles Walters,43350
Directing,0.0,69646.0,Director,Ulf Malmros,11466
Directing,0.0,92410.0,Director,Anders Nilsson,21040
Directing,2.0,74907.0,Director,Fabián Bielinsky,13653
Directing,2.0,39743.0,Director,Henry Levin,36775
Directing,2.0,57639.0,Director,Tonino Valerii,56373
Directing,2.0,488.0,Director,Steven Spielberg,612
Directing,1.0,60129.0,Director,Susan Stroman,9899
Directing,0.0,7426.0,Director,Duncan Tucker,546
Directing,2.0,3026.0,Director,Rob Reiner,2800
Directing,2.0,20739.0,Director,Adam Shankman,9641
Directing,2.0,15002.0,Director,Dean Parisot,7552
Directing,2.0,57328.0,Director,Barry W. Blaustein,9927
Directing,2.0,5306.0,Director,Lasse Hallström,9681
Directing,0.0,3224.0,Director,Stephen Frears,10773
Directing,2.0,54441.0,Director,James Ivory,18840
Directing,0.0,24970.0,Director,John Asher,18189
Directing,2.0,37833.0,Director,Víctor Erice,4495
Directing,0.0,226553.0,Director,Mahamat-Saleh Haroun,22014
Directing,0.0,83319.0,Director,Ryszard Bugajski,18614
Directing,2.0,193910.0,Director,Jeff Margolis,22975
Directing,2.0,66162.0,Director,Ed Bye,10597
Directing,0.0,588925.0,Director,Karel Kachyňa,88953
Directing,0.0,66900.0,Director,Andrés Waissbluth,10809
Directing,2.0,7879.0,Director,John Lasseter,13925
Directing,2.0,58547.0,Director,Niall Johnson,9687
Directing,2.0,105650.0,Director,Amol Palekar,33081
Directing,2.0,70055.0,Director,Jack Gold,20546
Directing,0.0,95501.0,Director,Yasujirō Ozu,20530
Directing,2.0,27992.0,Director,Brian Yuzna,9568
Directing,0.0,14674.0,Director,George Cukor,43899
Directing,2.0,15602.0,Director,Fernando León de Aranoa,107667
Directing,0.0,149977.0,Director,Ian Fordyce,18809
Directing,2.0,8843.0,Director,Mick Jackson,17835
Directing,2.0,23728.0,Director,Ariel Zeitoun,6935
Directing,0.0,51483.0,Director,Julien Seri,6935
Directing,2.0,60438.0,Director,Michael Landon Jr.,20641
Directing,0.0,1134819.0,Director,Robert Manganelli,154105
Directing,2.0,63920.0,Director,Jim Wheat,66192
Directing,2.0,63921.0,Director,Ken Wheat,66192
Directing,2.0,30715.0,Director,Terrence Malick,11400
Directing,2.0,74091.0,Director,Makoto Shinkai,37910
Directing,2.0,213341.0,Director,Milton Katselas,90967
Directing,2.0,29625.0,Director,Peter Godfrey,13669
Directing,2.0,20370.0,Director,Irving Pichel,60566
Directing,0.0,231291.0,Director,Lansing C. Holden,60566
Directing,2.0,107454.0,Director,Henry Cornelius,30095
Directing,2.0,14566.0,Director,Alexander Mackendrick,16665
Directing,2.0,27920.0,Director,Charles Frend,63395
Directing,2.0,67426.0,Director,William Keighley,43355
Directing,2.0,21869.0,Director,George Pal,14241
Directing,2.0,85309.0,Director,Kihachi Okamoto,79406
Directing,0.0,544700.0,Director,Ján Kadár,92285
Directing,2.0,31894.0,Director,Ettore Scola,42269
Directing,0.0,19003.0,Director,Heidi Ewing,38785
Directing,0.0,19006.0,Director,Rachel Grady,38785
Directing,2.0,9076.0,Director,F.W. Murnau,55544
Directing,2.0,10099.0,Director,Park Chan-wook,4550
Directing,2.0,107571.0,Director,Olaf Lubaszenko,36380
Directing,2.0,107639.0,Director,Juliusz Machulski,68646
Directing,2.0,108497.0,Director,David Caffrey,16433
Directing,2.0,1004171.0,Director,Joel Viertel,30669
Directing,2.0,74878.0,Director,Tay Garnett,78315
Directing,0.0,1117455.0,Director,Wendy Apple,44345
Directing,2.0,20412.0,Director,Michael Anderson,46041
Directing,2.0,68424.0,Director,Michael Powell,21735
Directing,0.0,16730.0,Director,Darrell James Roodt,6934
Directing,2.0,133259.0,Director,Arthur Hiller,174865
Directing,2.0,55117.0,Director,Matthew Bright,34081
Directing,2.0,35453.0,Director,Pierre Morel,10045
Directing,2.0,23799.0,Director,Uwe Boll,168705
Directing,2.0,16847.0,Director,Eli Roth,1690
Directing,2.0,60149.0,Director,Nicholaus Goossen,9900
Directing,0.0,8300.0,Director,Kevin Reynolds,9044
Directing,2.0,60496.0,Director,James Gartner,9918
Directing,0.0,39819.0,Director,Wayne Wang,17379
Directing,2.0,61373.0,Director,Cory Edwards,10982
Directing,2.0,61371.0,Director,Todd Edwards,10982
Directing,2.0,61372.0,Director,Tony Leech,10982
Directing,0.0,1015234.0,Director,Trish Doolan,25608
Directing,2.0,3950.0,Director,Len Wiseman,834
Directing,2.0,13.0,Director,Albert Brooks,25890
Directing,2.0,129952.0,Director,Sean McNamara,39345
Directing,0.0,76882.0,Director,Cy Endfield,44940
Directing,0.0,95066.0,Director,Sergei Parajanov,26782
Directing,2.0,4027.0,Director,Frank Darabont,37865
Directing,2.0,26882.0,Director,Kiyoshi Kurosawa,27742
Directing,2.0,29962.0,Director,King Vidor,72856
Directing,2.0,3556.0,Director,Roman Polanski,4772
Directing,2.0,607.0,Director,Zhang Yimou,14226
Directing,0.0,83642.0,Director,Yasuo Furuhata,14226
Directing,0.0,1650.0,Director,François Truffaut,2455
Directing,2.0,58220.0,Director,Hugh Hudson,12701
Directing,2.0,18897.0,Director,Jackie Chan,21519
Directing,0.0,14674.0,Director,George Cukor,27622
Directing,2.0,20412.0,Director,Michael Anderson,43626
Directing,2.0,66219.0,Director,Mark Levin,16553
Directing,2.0,1188.0,Director,Kim Ki-duk,25652
Directing,2.0,11528.0,Director,Jean Renoir,45802
Directing,2.0,107639.0,Director,Juliusz Machulski,39788
Directing,2.0,72611.0,Director,Fabrice Du Welz,12517
Directing,0.0,28236.0,Director,Daniel Haller,65891
Directing,2.0,39853.0,Director,Val Guest,24580
Directing,2.0,58209.0,Director,Rick Bota,11246
Directing,2.0,8482.0,Director,Robert Mulligan,49683
Directing,2.0,89166.0,Director,Noriaki Yuasa,52728
Directing,2.0,42171.0,Director,Jonathan Kaplan,23957
Directing,0.0,142502.0,Director,Boris Khlebnikov,49653
Directing,0.0,142617.0,Director,Aleksei Popogrebsky,49653
Directing,2.0,102429.0,Director,Roger Corman,27344
Directing,2.0,52371.0,Director,J.S. Cardone,7295
Directing,0.0,591600.0,Director,Damián Szifrón,78237
Directing,0.0,87510.0,Director,Carlos Sorin,29952
Directing,0.0,17282.0,Director,Takashi Miike,28638
Directing,2.0,52609.0,Director,Breck Eisner,14942
Directing,1.0,4760.0,Director,Deepa Mehta,7509
Directing,2.0,83198.0,Director,Allan Arkush,24269
Directing,2.0,21737.0,Director,Marc Rothemund,2117
Directing,0.0,29963.0,Director,George W. Hill,47250
Directing,2.0,116155.0,Director,Ere Kokkonen,36768
Directing,0.0,93561.0,Director,Aleksi Mäkelä,29040
Directing,2.0,21370.0,Director,Roger Donaldson,9912
Directing,2.0,12453.0,Director,Wong Kar-wai,24163
Directing,0.0,20307.0,Director,Joachim Rønning,1969
Directing,0.0,20308.0,Director,Espen Sandberg,1969
Directing,2.0,82714.0,Director,Alan Clarke,31858
Directing,2.0,172.0,Director,Michael Winterbottom,8435
Directing,0.0,2662.0,Director,Frank Capra,34187
Directing,2.0,28615.0,Director,Éric Rohmer,12116
Directing,2.0,44950.0,Director,Richard Schickel,53367
Directing,2.0,76627.0,Director,Daniel MacIvor,38349
Directing,0.0,73143.0,Director,Kazuyoshi Okuyama,124484
Directing,0.0,1387332.0,Director,Rintaro Mayuzumi,124484
Directing,2.0,35155.0,Director,John Gray,45759
Directing,2.0,37626.0,Director,Patrice Leconte,11183
Directing,0.0,58189.0,Director,Justin Lin,13275
Directing,2.0,61175.0,Director,John Whitesell,11565
Directing,0.0,64045.0,Director,Kirk Jones,11283
Directing,2.0,88458.0,Director,Robert Ellis Miller,97936
Directing,1.0,1008379.0,Director,Amanda Micheli,19416
Directing,2.0,43.0,Director,John Fawcett,17
Directing,2.0,7124.0,Director,Ray Milland,27568
Directing,0.0,2662.0,Director,Frank Capra,27629
Directing,2.0,40054.0,Director,Andrew L. Stone,45726
Directing,2.0,76381.0,Director,David Butler,33117
Directing,0.0,14860.0,Director,Victor Saville,108994
Directing,0.0,1250633.0,Director,Byron Paul,54227
Directing,2.0,21506.0,Director,George Sidney,25167
Directing,2.0,91610.0,Director,Michael Blieden,16452
Directing,2.0,10601.0,Director,Joseph L. Mankiewicz,61105
Directing,2.0,27676.0,Director,Robert Markowitz,31894
Directing,2.0,57134.0,Director,James Wong,9286
Directing,2.0,7501.0,Director,Ronald Neame,86168
Directing,1.0,64140.0,Director,Sanaa Hamri,15363
Directing,2.0,74566.0,Director,Yves Simoneau,30712
Directing,2.0,8741.0,Director,Victor Sjöström,31416
Directing,2.0,201.0,Director,Michel Gondry,292
Directing,2.0,9054.0,Director,Mervyn LeRoy,37631
Directing,2.0,112117.0,Director,Carlos Diegues,77291
Directing,1.0,557094.0,Director,Paule Baillargeon,196918
Directing,0.0,17510.0,Director,Ol Parker,1544
Directing,0.0,1650.0,Director,François Truffaut,1651
Directing,2.0,17520.0,Director,Cédric Klapisch,33095
Directing,1.0,24485.0,Director,Nicole Garcia,33799
Directing,0.0,64114.0,Director,Edward Dmytryk,42328
Directing,2.0,71786.0,Director,Rex Ingram,31432
Directing,1.0,108072.0,Director,Ruba Nadda,61559
Directing,2.0,229182.0,Director,Andrew Leman,20981
Directing,2.0,17825.0,Director,Shawn Levy,12096
Directing,2.0,64722.0,Director,John Carl Buechler,33061
Directing,2.0,41530.0,Director,Nick Love,5145
Directing,2.0,61290.0,Director,Matthew O'Callaghan,9975
Directing,2.0,33315.0,Director,Richard Loncraine,9754
Directing,2.0,30249.0,Director,Preston Sturges,36495
Directing,2.0,14606.0,Director,Albert Dupontel,52612
Directing,2.0,6818.0,Director,Werner Herzog,23965
Directing,0.0,134102.0,Director,Jun Ichikawa,29269
Directing,2.0,12786.0,Director,Simon West,10053
Directing,2.0,64459.0,Director,Jeremy Haft,10263
Directing,2.0,52856.0,Director,Hunter Richards,7515
Directing,2.0,16294.0,Director,Jonathan Demme,15675
Directing,0.0,18311.0,Director,Joe Roth,9959
Directing,0.0,585272.0,Director,Adam Rapp,14256
Directing,2.0,664.0,Director,Frank Marshall,9036
Directing,2.0,35694.0,Director,Jason Friedberg,10073
Directing,2.0,35734.0,Director,Aaron Seltzer,10073
Directing,2.0,19000.0,Director,Wayne Kramer,7304
Directing,2.0,80602.0,Director,Tyler Perry,16781
Directing,2.0,53332.0,Director,Frank Passingham,24432
Directing,2.0,80537.0,Director,Dave Borthwick,24432
Directing,2.0,80538.0,Director,Jean Duval,24432
Directing,2.0,13927.0,Director,Kurt Wimmer,9920
Directing,2.0,18281.0,Director,Donald Petrie,10025
Directing,2.0,58514.0,Director,Jim Sonzero,9682
Directing,2.0,130143.0,Director,Howard Hall,17700
Directing,2.0,7187.0,Director,Richard Donner,2207
Directing,2.0,7554.0,Director,Silvio Soldini,14086
Directing,0.0,77493.0,Director,Richard Sears,14887
Directing,2.0,4955.0,Director,Dario Argento,44435
Directing,0.0,25236.0,Director,Johnnie To,18747
Directing,2.0,58922.0,Director,Craig Rosenberg,9756
Directing,2.0,112588.0,Director,Kirby Dick,34581
Directing,2.0,46076.0,Director,Tom Dey,6877
Directing,0.0,34920.0,Director,Curt Geda,14609
Directing,0.0,87169.0,Director,Steven E. Gordon,14609
Directing,0.0,87170.0,Director,Bob Richardson,14609
Directing,2.0,5714.0,Director,Carlos Saldanha,950
Directing,2.0,67451.0,Director,Delbert Mann,10912
Directing,2.0,57199.0,Director,Mark Mylod,9968
Directing,2.0,4410.0,Director,Roberto Rossellini,4173
Directing,0.0,123401.0,Director,Michael Gordon,43386
Directing,0.0,63689.0,Director,Ten Shimoyama,10116
Directing,2.0,3776.0,Director,Jean-Luc Godard,113479
Directing,2.0,68994.0,Director,Ron Fricke,18493
Directing,0.0,1387618.0,Director,John Stephenson,16791
Directing,2.0,20024.0,Director,Amos Gitai,7483
Directing,2.0,40199.0,Director,Anthony Mann,20442
Directing,1.0,98940.0,Director,Catherine Cyran,15590
Directing,2.0,11057.0,Director,Robert Towne,1967
Directing,2.0,11266.0,Director,James McTeigue,752
Directing,2.0,58375.0,Director,Andy Fickman,9655
Directing,2.0,52443.0,Director,Jason Reitman,9388
Directing,2.0,39996.0,Director,Sidney Lumet,9950
Directing,2.0,5281.0,Director,Spike Lee,388
Directing,2.0,13079.0,Director,Gavin Hood,868
Directing,1.0,1223175.0,Director,Elizabeth Allen Rosenbaum,14191
Directing,2.0,30422.0,Director,Jack Smight,25874
Directing,2.0,50719.0,Director,Rodman Flender,18009
Directing,0.0,84981.0,Director,Brian Trenchard-Smith,19286
Directing,0.0,84981.0,Director,Brian Trenchard-Smith,19287
Directing,2.0,84982.0,Director,Rob Spera,18011
Directing,2.0,67451.0,Director,Delbert Mann,114875
Directing,2.0,15189.0,Director,Michelangelo Antonioni,49781
Directing,2.0,59438.0,Director,Mark Joffe,9648
Directing,0.0,16767.0,Director,Aki Kaurismäki,1379
Directing,0.0,88912.0,Director,Matti Grönberg,62719
Directing,2.0,49064.0,Director,Boris Ingster,29481
Directing,2.0,59291.0,Director,Alexandre Aja,9792
Directing,2.0,53177.0,Director,Brian Robbins,10067
Directing,2.0,1032.0,Director,Martin Scorsese,55676
Directing,2.0,259506.0,Director,Michael Henry Wilson,55676
Directing,2.0,69946.0,Director,Bud Yorkin,11573
Directing,2.0,1927.0,Director,Blake Edwards,46828
Directing,2.0,113807.0,Director,Rupert Murray,35555
Directing,2.0,8193.0,Director,Florian Henckel von Donnersmarck,582
Directing,0.0,137349.0,Director,Miklós Jancsó,52885
Directing,2.0,26767.0,Director,Ringo Lam,42120
Directing,2.0,64992.0,Director,Hou Hsiao-hsien,88811
Directing,0.0,10092.0,Director,Robert J. Flaherty,669
Directing,2.0,29433.0,Director,Lucio Fulci,49361
Directing,2.0,40549.0,Director,Daniel Petrie,98864
Directing,2.0,82461.0,Director,Seijun Suzuki,37939
Directing,2.0,18635.0,Director,Ted Post,32052
Directing,2.0,51677.0,Director,Gordon Douglas,34732
Directing,1.0,60024.0,Director,Liz Friedlander,12763
Directing,0.0,34999.0,Director,Claude Goretta,56935
Directing,2.0,74295.0,Director,Jeff Feuerzeig,13222
Directing,2.0,10346.0,Director,Robert Bresson,42112
Directing,2.0,10346.0,Director,Robert Bresson,48764
Directing,2.0,10346.0,Director,Robert Bresson,1561
Directing,2.0,69488.0,Director,Nanni Moretti,31289
Directing,0.0,2291.0,Director,Paul McGuigan,186
Directing,2.0,6818.0,Director,Werner Herzog,8410
Directing,2.0,6818.0,Director,Werner Herzog,51311
Directing,0.0,88019.0,Director,Kim Finn,21843
Directing,2.0,309.0,Director,Pedro Almodóvar,219
Directing,0.0,1495665.0,Director,Todd Williams,65873
Directing,2.0,109640.0,Director,Doug Atchison,13751
Directing,2.0,102560.0,Director,Guel Arraes,52345
Directing,0.0,144808.0,Director,Laís Bodanzky,53961
Directing,1.0,56263.0,Director,Mary Lambert,10292
Directing,2.0,130822.0,Director,Trent Cooper,15639
Directing,2.0,62768.0,Director,William Brent Bell,10069
Directing,2.0,18738.0,Director,George Stevens,43887
Directing,2.0,30365.0,Director,Michael Caton-Jones,3093
Directing,2.0,67367.0,Director,Rian Johnson,9270
Directing,0.0,55006.0,Director,Olle Hellbom,11291
Directing,0.0,67980.0,Director,Dave Parker,28349
Directing,2.0,64108.0,Director,Jake West,10177
Directing,2.0,73023.0,Director,David Steiman,12591
Directing,2.0,82641.0,Director,Paul Fox,18045
Directing,2.0,112588.0,Director,Kirby Dick,16070
Directing,2.0,54525.0,Director,Jaume Balagueró,11348
Directing,0.0,75687.0,Director,Christian Robinson,13960
Directing,0.0,175033.0,Director,Charles Braverman,41263
Directing,2.0,15218.0,Director,James Gunn,9035
Directing,2.0,17494.0,Director,Dennis Dugan,9957
Directing,1.0,1039544.0,Director,Nnegest Likké,30139
Directing,2.0,57557.0,Director,Christian Volckman,9389
Directing,2.0,6273.0,Director,Dani Levy,460
Directing,2.0,29662.0,Director,Terence Fisher,28752
Directing,0.0,139728.0,Director,Charley Stadler,19059
Directing,1.0,56539.0,Director,Nicole Holofcener,8998
